username,group,first_login,last_visit,phase_completed,reminder_sent,age,gender,education,newsinterest,eval_diversity,eval_personalization,sum_logins,sum_ratings,sum_invites,sum_stories,eval_game,eval_nudge,eval_future,sum_shares,polinterest,polefficacy1,polefficacy2,id,news_id,user_id,rating,rating2,recommended,position,mystery,y_for,y_fact
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,405586,36,3.0,4.0,0,5,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,405862,36,4.0,2.5,0,4,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,405958,36,2.5,2.5,0,7,0.0,0.5,0.75
gbpvgw,0,2023-11-24 16:24:31,2023-12-01 19:59:38,255,0,57,vrouw,4,2,-1.0,0.0,20.0,51.0,,56.0,0.0,1.0,-2.0,,2,2,0,73,405958,73,1.0,0.5,0,8,0.0,0.5,0.75
lihmqp,0,2023-11-24 17:30:50,2023-12-03 10:16:29,255,0,53,vrouw,3,1,2.0,1.0,14.0,115.0,,100.0,-3.0,0.0,1.0,1.0,0,-1,0,147,405958,147,1.0,1.0,0,2,0.0,0.5,0.75
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,405569,36,1.5,1.5,0,4,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406082,36,3.5,1.5,0,1,0.0,0.8571428571428571,0.8571428571428571
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406169,36,2.5,2.0,0,7,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406213,36,4.0,4.0,1,2,0.0,0.9142857142857144,0.8571428571428571
nmxcvs,1,2023-11-24 13:42:14,2023-11-30 08:43:01,255,0,67,man,4,2,2.0,1.0,16.0,55.0,,55.0,2.0,1.0,0.0,,1,1,0,39,406213,39,4.0,3.0,1,2,0.0,0.9142857142857144,0.8571428571428571
wruxef,0,2023-11-24 16:26:53,2023-11-26 18:34:42,1,0,52,man,1,2,,,4.0,46.0,,46.0,,,,3.0,2,2,0,78,406213,78,3.0,3.0,0,0,0.0,0.9142857142857144,0.8571428571428571
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406346,36,4.0,4.0,1,3,0.0,0.8181818181818182,0.9
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,406346,64,3.0,1.5,1,0,0.0,0.8181818181818182,0.9
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406346,79,5.0,5.0,1,5,0.0,0.8181818181818182,0.9
rcmdgt,0,2023-11-24 16:31:03,2023-11-30 11:06:34,255,0,39,vrouw,4,3,3.0,1.0,20.0,56.0,,57.0,-2.0,1.0,-1.0,2.0,3,3,3,86,406346,86,5.0,5.0,0,2,0.0,0.8181818181818182,0.9
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406346,161,4.0,2.0,1,2,0.0,0.8181818181818182,0.9
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406372,36,4.0,4.0,1,1,0.0,1.0,0.945945945945946
xmtftg,0,2023-11-24 17:00:10,2023-12-04 08:42:32,255,0,54,vrouw,2,3,2.0,1.0,18.0,68.0,,71.0,2.0,1.0,3.0,1.0,2,1,0,131,406372,131,4.0,3.5,0,3,0.0,1.0,0.945945945945946
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406372,161,4.0,2.0,1,1,0.0,1.0,0.945945945945946
btlzow,1,2023-11-24 19:58:56,2023-12-02 10:41:01,255,0,60,vrouw,4,3,3.0,2.0,20.0,58.0,,60.0,1.0,0.0,2.0,,2,2,0,196,406372,196,2.5,3.5,1,0,0.0,1.0,0.945945945945946
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406457,36,4.0,4.0,1,0,0.0,0.8372093023255814,0.7380952380952381
nmxcvs,1,2023-11-24 13:42:14,2023-11-30 08:43:01,255,0,67,man,4,2,2.0,1.0,16.0,55.0,,55.0,2.0,1.0,0.0,,1,1,0,39,406457,39,4.0,3.0,1,0,0.0,0.8372093023255814,0.7380952380952381
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,406457,64,4.0,2.5,1,2,0.0,0.8372093023255814,0.7380952380952381
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,406457,71,4.5,5.0,1,0,0.0,0.8372093023255814,0.7380952380952381
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406457,79,3.0,5.0,1,7,0.0,0.8372093023255814,0.7380952380952381
hlgyyx,1,2023-11-24 16:28:59,2023-12-04 18:39:49,255,0,34,vrouw,5,1,-1.0,0.0,24.0,47.0,,60.0,1.0,0.0,1.0,1.0,1,2,-1,84,406457,84,4.0,4.0,1,0,0.0,0.8372093023255814,0.7380952380952381
rcmdgt,0,2023-11-24 16:31:03,2023-11-30 11:06:34,255,0,39,vrouw,4,3,3.0,1.0,20.0,56.0,,57.0,-2.0,1.0,-1.0,2.0,3,3,3,86,406457,86,5.0,5.0,0,0,0.0,0.8372093023255814,0.7380952380952381
efocwy,1,2023-11-24 16:34:19,2023-12-01 14:26:08,255,0,25,man,4,3,3.0,2.0,16.0,54.0,,55.0,0.0,1.0,2.0,0.0,3,2,0,95,406457,95,5.0,5.0,1,8,0.0,0.8372093023255814,0.7380952380952381
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,406457,100,4.0,3.0,1,3,0.0,0.8372093023255814,0.7380952380952381
gaiovm,1,2023-11-24 16:39:04,2023-12-02 09:32:17,255,0,50,man,4,2,0.0,-1.0,10.0,145.0,,124.0,1.0,1.0,-2.0,1.0,1,2,1,108,406457,108,4.0,4.0,1,0,0.0,0.8372093023255814,0.7380952380952381
fwuhah,1,2023-11-24 16:56:09,2023-12-01 15:19:14,255,0,32,vrouw,4,3,0.0,1.0,18.0,58.0,,59.0,-3.0,0.0,2.0,,3,2,2,125,406457,125,5.0,4.0,1,8,0.0,0.8372093023255814,0.7380952380952381
ocurac,1,2023-11-24 17:30:01,2023-12-02 07:00:39,255,0,37,vrouw,5,3,0.0,2.0,20.0,50.0,,49.0,-3.0,1.0,2.0,1.0,2,3,0,145,406457,145,5.0,4.0,1,3,0.0,0.8372093023255814,0.7380952380952381
ffmtgy,1,2023-11-24 17:54:02,2023-12-04 06:48:29,1,0,39,man,1,1,,,10.0,21.0,,24.0,,,,1.0,1,2,1,160,406457,160,5.0,5.0,1,1,0.0,0.8372093023255814,0.7380952380952381
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,406457,169,5.0,4.0,1,3,0.0,0.8372093023255814,0.7380952380952381
btlzow,1,2023-11-24 19:58:56,2023-12-02 10:41:01,255,0,60,vrouw,4,3,3.0,2.0,20.0,58.0,,60.0,1.0,0.0,2.0,,2,2,0,196,406457,196,4.5,3.5,1,7,0.0,0.8372093023255814,0.7380952380952381
tdncxg,1,2023-11-24 20:59:19,2023-12-06 16:32:39,255,0,54,vrouw,3,3,-1.0,-1.0,16.0,108.0,,89.0,-3.0,1.0,1.0,3.0,2,2,-3,205,406457,205,4.5,4.5,1,7,0.0,0.8372093023255814,0.7380952380952381
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,406457,216,5.0,3.0,1,0,0.0,0.8372093023255814,0.7380952380952381
eqrjxm,0,2023-11-25 05:30:49,2023-12-06 13:14:59,255,0,29,man,3,2,2.0,2.0,18.0,55.0,,58.0,-3.0,0.0,0.0,,2,2,1,251,406457,251,3.0,3.0,0,1,0.0,0.8372093023255814,0.7380952380952381
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406468,36,4.0,4.0,1,1,0.0,1.0,0.92
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,406468,64,4.0,2.5,1,0,0.0,1.0,0.92
uifdas,1,2023-11-24 16:27:38,2023-11-30 11:51:57,255,0,35,vrouw,5,3,2.0,1.0,20.0,64.0,,57.0,1.0,1.0,1.0,5.0,3,3,1,80,406468,80,5.0,5.0,1,3,0.0,1.0,0.92
msaazx,1,2023-11-24 16:35:46,2023-11-29 06:34:43,1,0,47,vrouw,4,3,,,12.0,20.0,,20.0,,,,2.0,3,2,2,104,406468,104,5.0,5.0,1,8,0.0,1.0,0.92
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,406468,121,4.5,4.0,1,1,0.0,1.0,0.92
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406468,161,2.5,1.0,1,3,0.0,1.0,0.92
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406569,36,4.0,4.0,1,8,0.0,1.0,1.0
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,406569,112,5.0,3.0,1,3,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406789,36,4.0,4.0,1,7,0.0,0.9487179487179488,0.918918918918919
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,406789,64,3.5,2.5,1,0,0.0,0.9487179487179488,0.918918918918919
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,406789,272,5.0,4.5,0,4,1.0,0.9487179487179488,0.918918918918919
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406904,36,3.0,3.0,1,3,0.0,0.9558823529411764,0.864406779661017
nmxcvs,1,2023-11-24 13:42:14,2023-11-30 08:43:01,255,0,67,man,4,2,2.0,1.0,16.0,55.0,,55.0,2.0,1.0,0.0,,1,1,0,39,406904,39,2.5,1.0,1,8,0.0,0.9558823529411764,0.864406779661017
wruxef,0,2023-11-24 16:26:53,2023-11-26 18:34:42,1,0,52,man,1,2,,,4.0,46.0,,46.0,,,,3.0,2,2,0,78,406904,78,5.0,5.0,0,0,0.0,0.9558823529411764,0.864406779661017
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406904,79,1.0,4.0,1,1,0.0,0.9558823529411764,0.864406779661017
uifdas,1,2023-11-24 16:27:38,2023-11-30 11:51:57,255,0,35,vrouw,5,3,2.0,1.0,20.0,64.0,,57.0,1.0,1.0,1.0,5.0,3,3,1,80,406904,80,5.0,5.0,1,7,0.0,0.9558823529411764,0.864406779661017
efocwy,1,2023-11-24 16:34:19,2023-12-01 14:26:08,255,0,25,man,4,3,3.0,2.0,16.0,54.0,,55.0,0.0,1.0,2.0,0.0,3,2,0,95,406904,95,5.0,4.5,1,1,0.0,0.9558823529411764,0.864406779661017
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,406904,100,5.0,3.5,1,0,0.0,0.9558823529411764,0.864406779661017
msaazx,1,2023-11-24 16:35:46,2023-11-29 06:34:43,1,0,47,vrouw,4,3,,,12.0,20.0,,20.0,,,,2.0,3,2,2,104,406904,104,5.0,5.0,1,0,0.0,0.9558823529411764,0.864406779661017
gaiovm,1,2023-11-24 16:39:04,2023-12-02 09:32:17,255,0,50,man,4,2,0.0,-1.0,10.0,145.0,,124.0,1.0,1.0,-2.0,1.0,1,2,1,108,406904,108,4.5,4.5,1,2,0.0,0.9558823529411764,0.864406779661017
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,406904,112,5.0,5.0,1,8,0.0,0.9558823529411764,0.864406779661017
cauvvr,1,2023-11-24 17:12:49,2023-12-02 19:03:51,255,0,24,vrouw,4,2,2.0,2.0,14.0,60.0,,50.0,2.0,0.0,0.0,33.0,1,1,1,136,406904,136,4.5,4.5,1,1,0.0,0.9558823529411764,0.864406779661017
ffmtgy,1,2023-11-24 17:54:02,2023-12-04 06:48:29,1,0,39,man,1,1,,,10.0,21.0,,24.0,,,,1.0,1,2,1,160,406904,160,5.0,5.0,1,3,0.0,0.9558823529411764,0.864406779661017
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406904,161,4.0,2.5,1,6,0.0,0.9558823529411764,0.864406779661017
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,406904,193,4.0,4.0,1,1,0.0,0.9558823529411764,0.864406779661017
plkqbh,1,2023-11-24 20:00:38,2023-11-30 02:46:02,255,0,34,niet-binair/anders,3,3,2.0,1.0,22.0,55.0,,60.0,-2.0,0.0,0.0,54.0,3,2,2,197,406904,197,4.5,5.0,1,0,0.0,0.9558823529411764,0.864406779661017
tdncxg,1,2023-11-24 20:59:19,2023-12-06 16:32:39,255,0,54,vrouw,3,3,-1.0,-1.0,16.0,108.0,,89.0,-3.0,1.0,1.0,3.0,2,2,-3,205,406904,205,4.0,4.0,1,7,0.0,0.9558823529411764,0.864406779661017
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,406904,216,5.0,4.0,1,3,0.0,0.9558823529411764,0.864406779661017
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,406904,221,3.0,3.0,1,1,0.0,0.9558823529411764,0.864406779661017
njewvm,1,2023-11-25 07:28:47,2023-12-04 13:14:21,255,0,62,man,2,2,0.0,2.0,8.0,77.0,,72.0,1.0,0.0,-1.0,,2,2,0,256,406904,256,5.0,5.0,1,0,0.0,0.9558823529411764,0.864406779661017
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,406904,321,4.0,5.0,1,1,0.0,0.9558823529411764,0.864406779661017
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406861,36,3.0,4.0,1,1,0.0,0.975609756097561,0.926829268292683
nmxcvs,1,2023-11-24 13:42:14,2023-11-30 08:43:01,255,0,67,man,4,2,2.0,1.0,16.0,55.0,,55.0,2.0,1.0,0.0,,1,1,0,39,406861,39,2.5,2.0,1,1,0.0,0.975609756097561,0.926829268292683
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,406861,71,5.0,5.0,1,0,0.0,0.975609756097561,0.926829268292683
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406861,79,3.0,4.0,1,0,0.0,0.975609756097561,0.926829268292683
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,406861,100,3.0,2.0,1,0,0.0,0.975609756097561,0.926829268292683
rsqbik,0,2023-11-24 16:40:35,2023-12-01 12:26:10,255,0,64,man,2,2,-1.0,-2.0,22.0,51.0,,51.0,1.0,1.0,-1.0,,2,1,0,110,406861,110,3.0,3.0,0,4,1.0,0.975609756097561,0.926829268292683
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,406861,121,5.0,4.0,1,3,0.0,0.975609756097561,0.926829268292683
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406861,161,3.0,2.0,1,5,0.0,0.975609756097561,0.926829268292683
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,406861,169,4.5,3.5,1,0,0.0,0.975609756097561,0.926829268292683
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,406861,193,5.0,4.0,1,3,0.0,0.975609756097561,0.926829268292683
plkqbh,1,2023-11-24 20:00:38,2023-11-30 02:46:02,255,0,34,niet-binair/anders,3,3,2.0,1.0,22.0,55.0,,60.0,-2.0,0.0,0.0,54.0,3,2,2,197,406861,197,5.0,5.0,1,2,0.0,0.975609756097561,0.926829268292683
ezjynv,1,2023-11-24 21:55:38,2023-12-08 19:31:26,255,0,55,man,2,3,-1.0,2.0,4.0,86.0,,60.0,-2.0,1.0,0.0,,3,3,3,216,406861,216,5.0,4.0,1,1,0.0,0.975609756097561,0.926829268292683
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406877,36,3.0,3.0,1,3,0.0,1.0,0.7222222222222222
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,406877,71,4.0,4.0,1,2,0.0,1.0,0.7222222222222222
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406877,79,2.0,4.0,1,1,0.0,1.0,0.7222222222222222
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,406877,112,5.0,3.0,1,2,0.0,1.0,0.7222222222222222
vndcce,1,2023-11-24 16:50:44,2023-12-01 05:24:07,255,0,38,vrouw,4,3,-2.0,1.0,16.0,75.0,,76.0,-1.0,0.0,-1.0,,2,2,2,121,406877,121,4.0,3.0,1,3,0.0,1.0,0.7222222222222222
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,406877,169,2.5,3.0,1,3,0.0,1.0,0.7222222222222222
plkqbh,1,2023-11-24 20:00:38,2023-11-30 02:46:02,255,0,34,niet-binair/anders,3,3,2.0,1.0,22.0,55.0,,60.0,-2.0,0.0,0.0,54.0,3,2,2,197,406877,197,5.0,4.0,1,3,0.0,1.0,0.7222222222222222
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,406877,272,2.0,5.0,1,5,0.0,1.0,0.7222222222222222
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,407380,36,3.0,3.0,0,4,1.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,407380,322,5.0,3.5,0,5,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,407902,36,4.0,4.0,1,0,0.0,1.0,1.0
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,406887,36,3.0,3.0,1,1,0.0,0.96,0.8421052631578947
obptcf,1,2023-11-24 16:27:24,2023-12-04 10:40:45,255,0,62,vrouw,4,3,-1.0,2.0,8.0,97.0,,98.0,0.0,1.0,0.0,1.0,3,2,-2,79,406887,79,2.0,4.0,1,3,0.0,0.96,0.8421052631578947
odbwei,1,2023-11-24 16:43:41,2023-12-23 15:49:19,255,0,78,vrouw,4,2,-1.0,-2.0,18.0,52.0,,55.0,0.0,0.0,-2.0,,2,2,2,112,406887,112,3.0,3.0,1,6,0.0,0.96,0.8421052631578947
ffmtgy,1,2023-11-24 17:54:02,2023-12-04 06:48:29,1,0,39,man,1,1,,,10.0,21.0,,24.0,,,,1.0,1,2,1,160,406887,160,5.0,5.0,1,2,0.0,0.96,0.8421052631578947
ainsxk,1,2023-11-24 17:54:42,2023-11-30 08:55:21,255,0,43,vrouw,5,1,-3.0,-2.0,24.0,46.0,,48.0,0.0,1.0,-3.0,,1,1,0,161,406887,161,3.0,1.0,1,0,0.0,0.96,0.8421052631578947
eejinp,1,2023-11-24 18:10:42,2023-12-04 07:55:09,255,0,69,vrouw,1,2,2.0,2.0,10.0,60.0,,52.0,0.0,0.0,1.0,,2,2,0,169,406887,169,4.0,3.0,1,2,0.0,0.96,0.8421052631578947
mklbyo,0,2023-11-24 18:38:37,2023-12-05 14:24:02,255,0,58,man,2,3,3.0,2.0,18.0,69.0,,70.0,0.0,1.0,3.0,,3,3,0,178,406887,178,5.0,5.0,0,6,0.0,0.96,0.8421052631578947
dupoak,1,2023-11-24 19:35:10,2023-12-04 11:18:46,255,0,29,man,3,2,2.0,1.0,14.0,57.0,,57.0,0.0,0.0,2.0,2.0,0,1,1,193,406887,193,5.0,5.0,1,2,0.0,0.96,0.8421052631578947
plkqbh,1,2023-11-24 20:00:38,2023-11-30 02:46:02,255,0,34,niet-binair/anders,3,3,2.0,1.0,22.0,55.0,,60.0,-2.0,0.0,0.0,54.0,3,2,2,197,406887,197,5.0,5.0,1,2,0.0,0.96,0.8421052631578947
jnmxct,1,2023-11-24 22:19:11,2023-11-24 22:28:52,255,0,56,man,4,2,3.0,3.0,2.0,75.0,,76.0,2.0,0.0,0.0,0.0,2,1,0,221,406887,221,4.0,4.0,1,7,0.0,0.96,0.8421052631578947
ggmszw,1,2023-11-27 15:28:11,2023-12-08 18:18:20,255,0,74,man,4,3,1.0,1.0,26.0,47.0,,50.0,-3.0,0.0,1.0,,3,3,1,272,406887,272,3.0,3.0,1,1,0.0,0.96,0.8421052631578947
mqubxi,1,2023-11-27 16:24:49,2023-12-05 20:20:32,255,0,48,man,4,2,3.0,2.0,30.0,43.0,,44.0,1.0,1.0,1.0,8.0,2,2,1,300,406887,300,4.0,2.5,1,3,0.0,0.96,0.8421052631578947
qkdneg,1,2023-11-24 13:32:35,2023-12-01 09:35:42,255,0,62,man,5,2,-2.0,1.0,22.0,48.0,,53.0,-2.0,1.0,-2.0,,2,2,2,36,407518,36,3.0,3.0,1,2,0.0,0.8181818181818182,0.6640625
iuxeei,1,2023-11-24 16:22:27,2023-11-30 05:26:51,255,0,40,man,2,2,-2.0,-1.0,22.0,82.0,,77.0,-1.0,1.0,-1.0,2.0,2,2,1,64,407518,64,4.0,3.0,1,0,0.0,0.8181818181818182,0.6640625
jldige,1,2023-11-24 16:23:48,2023-12-04 18:01:40,255,0,67,man,4,3,1.0,2.0,22.0,64.0,,68.0,2.0,1.0,3.0,6.0,3,3,3,71,407518,71,3.0,3.0,1,8,0.0,0.8181818181818182,0.6640625
uifdas,1,2023-11-24 16:27:38,2023-11-30 11:51:57,255,0,35,vrouw,5,3,2.0,1.0,20.0,64.0,,57.0,1.0,1.0,1.0,5.0,3,3,1,80,407518,80,5.0,5.0,1,7,0.0,0.8181818181818182,0.6640625
srhmmy,1,2023-11-24 16:35:20,2023-11-30 17:06:20,255,0,40,vrouw,4,-1,1.0,0.0,16.0,84.0,,79.0,1.0,1.0,-1.0,,-2,0,0,100,407518,100,3.5,2.0,1,3,0.0,0.8181818181818182,0.6640625
