username,group,first_login,last_visit,phase_completed,reminder_sent,age,gender,education,newsinterest,eval_diversity,eval_personalization,sum_logins,sum_ratings,sum_invites,sum_stories,eval_game,eval_nudge,eval_future,sum_shares,polinterest,polefficacy1,polefficacy2,id,news_id,user_id,rating,rating2,recommended,position,mystery,y_for,y_fact
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409128,320,2.0,1.5,0,4,1.0,0.0,0.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408749,320,5.0,4.5,0,4,1.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408854,320,4.5,3.5,0,4,1.0,0.84375,0.8125
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408841,320,4.0,2.0,0,4,1.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,408841,322,5.0,1.0,0,0,0.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408705,320,4.0,5.0,0,4,1.0,0.95,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409285,320,3.5,2.0,0,4,1.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409083,320,4.5,3.0,0,4,1.0,0.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409322,320,3.5,3.0,0,4,1.0,0.8571428571428571,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408979,320,4.0,3.5,0,4,1.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409334,320,3.0,3.0,0,4,1.0,0.8571428571428571,0.8571428571428571
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,409272,320,1.5,4.0,0,4,1.0,0.7647058823529411,0.9375
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408637,320,3.0,3.0,0,4,1.0,1.0,1.0
ueoeel,1,2023-11-27 19:00:46,2023-12-21 14:24:24,255,0,31,man,5,2,1.0,0.0,8.0,70.0,,36.0,-1.0,1.0,-2.0,,3,3,2,320,408419,320,2.5,2.5,0,4,1.0,0.3333333333333333,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,408034,321,2.0,1.0,0,4,1.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,408645,321,4.0,3.0,1,8,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,408784,321,3.0,1.0,0,4,1.0,0.4615384615384615,0.3846153846153846
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,409773,321,3.0,1.0,0,4,1.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410160,321,3.5,2.0,1,6,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410397,321,4.5,3.0,1,3,0.0,0.96,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410669,321,4.0,3.0,1,6,0.0,0.8648648648648649,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,409864,321,4.5,4.0,1,3,0.0,0.9772727272727272,0.9772727272727272
jvasla,0,2023-11-28 20:24:37,2023-12-04 23:00:36,255,0,59,man,3,3,3.0,1.0,16.0,83.0,,81.0,1.0,1.0,1.0,0.0,2,2,0,370,409864,370,4.5,4.5,0,1,0.0,0.9772727272727272,0.9772727272727272
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410890,321,3.5,3.0,1,7,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,411230,321,3.0,3.0,1,3,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,411513,321,2.5,2.0,1,2,0.0,1.0,1.0
yfefqm,1,2023-11-28 15:02:25,2023-11-28 17:23:49,255,0,45,man,2,3,1.0,1.0,4.0,66.0,,62.0,-2.0,0.0,-2.0,,1,2,-2,337,411513,337,4.0,3.5,1,5,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410952,321,4.0,3.0,1,7,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410919,321,3.0,2.0,0,4,1.0,1.0,0.9333333333333332
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,411561,321,4.0,3.0,0,4,1.0,0.6666666666666666,0.4
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,409442,321,4.5,4.0,1,3,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,410640,321,4.5,3.5,1,0,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,409970,321,5.0,4.5,1,1,0.0,1.0,1.0
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,409970,327,5.0,2.5,0,0,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,411546,321,3.5,3.0,1,1,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,412524,321,3.0,2.5,0,4,1.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,412873,321,4.0,3.5,1,5,0.0,0.9583333333333334,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413360,321,3.0,2.0,1,0,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,412667,321,4.5,4.0,1,3,0.0,0.9818181818181818,0.9814814814814816
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413016,321,4.5,4.0,1,7,0.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413701,321,1.0,0.5,0,4,1.0,1.0,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413965,321,5.0,4.0,1,1,0.0,0.9615384615384616,1.0
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413885,321,5.0,5.0,1,2,0.0,0.8333333333333334,0.6865671641791045
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413782,321,3.0,3.0,1,8,0.0,0.3023255813953488,0.5714285714285714
prpahh,1,2023-11-27 19:19:43,2023-12-13 11:08:46,255,0,65,man,2,3,-1.0,2.0,28.0,46.0,,49.0,-1.0,1.0,-1.0,1.0,3,3,2,321,413915,321,4.0,2.0,0,4,1.0,1.0,0.9
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,407472,322,5.0,3.5,0,2,0.0,0.3333333333333333,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,407565,322,0.5,0.5,0,2,0.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,408252,322,5.0,5.0,0,3,0.0,1.0,1.0
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,408252,364,3.0,5.0,1,0,0.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,408816,322,5.0,5.0,0,0,0.0,1.0,1.0
wtdkoq,0,2023-11-28 16:52:27,2023-12-05 10:42:04,255,0,77,man,5,3,1.0,0.0,10.0,78.0,,77.0,-2.0,1.0,0.0,,3,2,3,355,408816,355,5.0,3.0,0,2,0.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409283,322,5.0,5.0,0,0,0.0,1.0,0.7777777777777778
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409577,322,5.0,3.0,0,7,0.0,0.88,0.9583333333333334
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409577,323,2.5,2.0,0,0,0.0,0.88,0.9583333333333334
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409681,322,1.0,5.0,0,0,0.0,0.8,0.8
rbfzfb,0,2023-11-28 17:37:34,2023-12-10 10:39:20,1,0,47,vrouw,4,2,,,12.0,76.0,,48.0,,,,1.0,2,3,2,359,409681,359,1.5,0.5,0,4,1.0,0.8,0.8
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409481,322,2.5,0.5,0,4,1.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409213,322,2.0,1.0,0,7,0.0,1.0,0.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409947,322,5.0,2.0,0,2,0.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409670,322,1.0,0.5,0,0,0.0,1.0,1.0
jvasla,0,2023-11-28 20:24:37,2023-12-04 23:00:36,255,0,59,man,3,3,3.0,1.0,16.0,83.0,,81.0,1.0,1.0,1.0,0.0,2,2,0,370,409670,370,4.5,4.5,0,0,0.0,1.0,1.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409465,322,5.0,4.0,0,0,0.0,1.0,0.9411764705882352
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409416,322,0.5,0.5,0,7,0.0,0.0,0.0
spugxu,0,2023-11-27 19:29:49,2023-12-03 10:26:11,255,0,64,vrouw,5,3,3.0,0.0,16.0,56.0,,38.0,-1.0,1.0,1.0,1.0,3,3,0,322,409554,322,5.0,4.0,0,2,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407549,323,3.0,2.5,0,2,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407851,323,5.0,3.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407886,323,5.0,5.0,0,6,0.0,1.0,1.0
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,407886,364,5.0,5.0,1,0,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407442,323,2.0,2.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407432,323,3.0,2.5,0,2,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407675,323,4.0,4.0,0,6,0.0,1.0,1.0
vojbgb,0,2023-11-28 15:06:52,2023-12-19 20:28:09,255,0,55,man,3,3,3.0,0.0,8.0,65.0,,50.0,0.0,1.0,-3.0,,1,1,0,339,407675,339,2.0,1.0,0,0,0.0,1.0,1.0
qxqoug,1,2023-11-28 15:09:41,2023-12-06 18:52:44,255,0,37,vrouw,4,3,3.0,2.0,12.0,58.0,,58.0,-2.0,1.0,3.0,0.0,1,1,1,340,407675,340,4.0,4.0,0,4,1.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,407783,323,3.0,3.0,0,0,0.0,1.0,1.0
bqbhgl,0,2023-11-28 18:50:00,2023-12-04 09:26:44,255,0,64,vrouw,3,1,-1.0,-1.0,24.0,64.0,,57.0,-2.0,0.0,-2.0,,1,1,-1,363,407783,363,3.0,1.0,0,0,0.0,1.0,1.0
fjdsci,1,2023-11-28 20:10:38,2023-12-14 16:25:41,255,0,59,vrouw,3,0,3.0,1.0,14.0,58.0,,58.0,-2.0,0.0,1.0,24.0,0,1,0,369,407783,369,5.0,5.0,0,2,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,408091,323,3.0,3.0,0,0,0.0,0.8,0.8
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,408684,323,1.0,1.0,0,8,0.0,0.5882352941176471,0.7857142857142857
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409310,323,4.0,4.0,0,0,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409378,323,4.0,4.0,0,5,0.0,0.9375,0.9565217391304348
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409160,323,3.0,3.0,0,3,0.0,0.6,1.0
naoruw,0,2023-11-28 10:02:13,2023-12-05 19:00:09,255,0,29,man,3,1,3.0,-1.0,14.0,96.0,,68.0,1.0,1.0,-1.0,58.0,1,2,-1,331,409160,331,1.5,0.5,0,1,0.0,0.6,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409207,323,5.0,5.0,0,7,0.0,1.0,0.75
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,408742,323,5.0,5.0,0,1,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409646,323,3.5,3.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409184,323,4.0,3.0,0,0,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409620,323,5.0,5.0,0,2,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409600,323,4.0,4.0,0,0,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409312,323,4.0,4.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409081,323,5.0,5.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409109,323,4.0,3.0,0,3,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409893,323,4.0,4.0,0,5,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,410003,323,2.0,2.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409692,323,3.5,3.0,0,6,0.0,1.0,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409967,323,2.0,2.0,0,1,0.0,0.9411764705882352,1.0
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,409469,323,5.0,5.0,0,2,0.0,0.4545454545454545,0.8181818181818182
emxdxd,0,2023-11-27 20:50:59,2023-12-04 16:57:50,255,0,37,vrouw,4,3,1.0,1.0,12.0,64.0,,73.0,1.0,1.0,1.0,,3,2,3,323,410126,323,2.5,2.5,0,1,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,407578,325,4.5,5.0,0,7,0.0,1.0,1.0
axllyj,1,2023-11-29 05:54:32,2023-12-26 21:48:32,255,0,30,vrouw,3,2,2.0,2.0,24.0,70.0,,64.0,1.0,0.0,2.0,,2,1,0,373,407578,373,3.5,3.0,0,1,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,410555,325,3.5,3.5,1,0,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,413120,325,4.0,4.0,1,0,0.0,0.8823529411764706,0.8823529411764706
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,416727,325,4.0,4.0,1,1,0.0,0.9807692307692308,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,415526,325,4.0,4.0,1,0,0.0,0.9761904761904762,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,413453,325,4.0,4.0,1,2,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,417425,325,3.5,4.0,1,3,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,418062,325,3.5,4.0,1,2,0.0,1.0,1.0
oivdic,1,2023-11-27 21:51:21,2023-12-28 21:23:10,1,0,67,man,2,3,,,18.0,51.0,,51.0,,,,,3,3,2,325,418565,325,4.0,3.5,1,6,0.0,0.9736842105263158,0.9736842105263158
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,407523,327,0.5,0.5,0,3,0.0,0.6666666666666666,1.0
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,408580,327,3.0,5.0,0,6,0.0,1.0,1.0
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,409282,327,3.0,3.0,0,2,0.0,0.9,0.9666666666666668
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,409744,327,1.5,1.0,0,1,0.0,1.0,1.0
jvasla,0,2023-11-28 20:24:37,2023-12-04 23:00:36,255,0,59,man,3,3,3.0,1.0,16.0,83.0,,81.0,1.0,1.0,1.0,0.0,2,2,0,370,409744,370,5.0,3.0,0,5,0.0,1.0,1.0
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,410045,327,3.0,3.0,0,3,0.0,1.0,1.0
jbfycq,0,2023-11-28 03:32:26,2023-12-19 02:37:13,255,0,46,vrouw,3,1,3.0,0.0,8.0,62.0,,64.0,0.0,0.0,-2.0,,-3,1,-3,327,410695,327,3.0,3.0,0,0,0.0,1.0,1.0
