news_id,y_for,y_fact
45393,0.975,0.975
45394,0.3333333333333333,1.0
45395,1.0,1.0
45396,1.0,1.0
45397,0.8,1.0
45398,1.0,1.0
45399,1.0,1.0
45400,0.3333333333333333,1.0
45401,1.0,1.0
45402,0.4,0.6
45403,0.8620689655172413,0.896551724137931
45404,0.3333333333333333,1.0
45405,0.42,0.4594594594594595
45406,0.8333333333333334,1.0
45407,0.3333333333333333,1.0
45408,0.8571428571428571,1.0
45409,0.8518518518518519,0.9629629629629629
45410,0.9333333333333333,0.8666666666666667
45411,1.0,1.0
45412,0.9565217391304348,0.9047619047619048
45413,0.05555555555555555,0.75
45414,0.2727272727272727,0.8125
45415,0.2608695652173913,0.6086956521739131
45416,1.0,1.0
45417,1.0,1.0
45418,0.38461538461538464,0.8571428571428571
45419,1.0,1.0
45420,1.0,1.0
45421,0.5454545454545454,0.875
45422,0.8,1.0
45423,0.359375,0.796875
45424,1.0,0.75
45425,1.0,1.0
45426,1.0,1.0
45427,1.0,1.0
45428,0.8333333333333334,1.0
45429,1.0,1.0
45430,1.0,1.0
45431,0.21428571428571427,0.46153846153846156
45432,1.0,1.0
45433,0.2727272727272727,0.625
45434,1.0,0.9090909090909091
45435,1.0,1.0
45436,0.8333333333333334,0.6666666666666666
45437,1.0,1.0
45438,0.2978723404255319,0.5
45439,0.7837837837837838,0.6486486486486487
45440,0.9166666666666666,0.875
45441,0.12,0.5833333333333334
45442,0.4528301886792453,0.8461538461538461
45443,0.15384615384615385,0.6363636363636364
45444,0.5,0.5714285714285714
45445,1.0,1.0
45446,1.0,1.0
45447,0.75,1.0
45448,1.0,1.0
45449,1.0,1.0
45450,0.9,0.8
45451,1.0,1.0
45452,1.0,1.0
45453,1.0,0.8181818181818182
45454,1.0,1.0
45455,1.0,0.9444444444444444
45456,1.0,1.0
45457,1.0,1.0
45458,1.0,1.0
45459,0.5,0.75
45460,0.8095238095238095,0.9
45461,1.0,1.0
45462,1.0,1.0
45463,1.0,1.0
45464,0.0,1.0
45465,1.0,1.0
45466,0.7777777777777778,0.9375
45467,1.0,0.9444444444444444
45468,0.9565217391304348,0.8695652173913043
45469,0.6666666666666666,1.0
45470,1.0,0.9444444444444444
45471,1.0,1.0
45472,0.7692307692307693,0.9166666666666666
45473,1.0,1.0
45474,0.23529411764705882,0.75
45475,0.8333333333333334,0.8333333333333334
45476,0.0,0.3333333333333333
45477,0.3333333333333333,0.3333333333333333
45478,1.0,1.0
45479,1.0,1.0
45480,1.0,0.8
45481,1.0,1.0
45482,0.8857142857142857,1.0
45483,1.0,1.0
45484,1.0,1.0
45485,0.5555555555555556,0.75
45486,0.25,0.5833333333333334
45487,1.0,1.0
45488,1.0,1.0
45489,0.6363636363636364,0.8571428571428571
45490,1.0,1.0
45491,0.6,1.0
45492,1.0,0.6666666666666666
45493,0.8846153846153846,0.9230769230769231
45494,0.6,0.8
45495,0.8571428571428571,1.0
45496,1.0,1.0
45497,1.0,1.0
45498,1.0,1.0
45499,0.96,0.9583333333333334
45500,0.5,1.0
45501,0.25,0.75
45502,1.0,0.8
45503,0.5,0.8333333333333334
45504,1.0,1.0
45505,1.0,1.0
45506,1.0,1.0
45507,0.6666666666666666,0.6666666666666666
45508,0.8571428571428571,1.0
45509,0.5714285714285714,1.0
45510,0.92,0.9583333333333334
45511,1.0,1.0
45512,0.8913043478260869,0.9318181818181818
45513,0.6,0.8
45514,0.8571428571428571,0.8095238095238095
45515,1.0,1.0
45516,0.782608695652174,0.9130434782608695
45517,1.0,1.0
45518,1.0,1.0
45519,1.0,1.0
45520,0.75,0.75
45521,1.0,1.0
45522,0.875,1.0
45523,1.0,0.9333333333333333
45524,1.0,1.0
45525,0.5,0.75
45526,1.0,1.0
45527,1.0,1.0
45528,1.0,1.0
45529,1.0,1.0
45530,1.0,1.0
45531,1.0,0.5
45532,1.0,1.0
45533,1.0,0.96875
45534,0.6875,0.7333333333333333
45535,1.0,1.0
45536,1.0,1.0
45537,1.0,1.0
45538,1.0,1.0
45539,0.6666666666666666,0.8333333333333334
45540,1.0,1.0
45541,1.0,1.0
45542,1.0,1.0
45543,1.0,1.0
45544,1.0,1.0
45545,1.0,1.0
45546,1.0,1.0
45547,1.0,1.0
45548,0.9166666666666666,1.0
45549,0.6571428571428571,0.7857142857142857
45550,1.0,1.0
45551,1.0,1.0
45552,0.9487179487179487,0.9743589743589743
45553,1.0,1.0
45554,1.0,1.0
45555,1.0,1.0
45556,0.6206896551724138,0.6956521739130435
45557,1.0,1.0
45558,0.25,0.6666666666666666
45559,1.0,1.0
45560,0.5217391304347826,0.9130434782608695
45561,1.0,0.9361702127659575
45562,1.0,1.0
45563,0.35714285714285715,0.8571428571428571
45564,1.0,1.0
45565,1.0,1.0
45566,1.0,1.0
45567,1.0,1.0
45568,1.0,1.0
45569,1.0,1.0
45570,1.0,1.0
45571,1.0,1.0
45572,1.0,1.0
45573,1.0,1.0
45574,1.0,1.0
45575,1.0,1.0
45576,0.9565217391304348,1.0
45577,1.0,1.0
45578,1.0,1.0
45579,1.0,0.8333333333333334
45580,1.0,1.0
45581,1.0,1.0
45582,1.0,1.0
45583,1.0,1.0
45584,1.0,0.9545454545454546
45585,1.0,1.0
45586,0.9583333333333334,1.0
45587,1.0,1.0
45588,0.8709677419354839,1.0
45589,1.0,1.0
45590,1.0,0.9
45591,1.0,1.0
45592,1.0,1.0
45593,1.0,1.0
45594,1.0,1.0
45595,1.0,1.0
45596,0.8888888888888888,1.0
45597,1.0,1.0
45598,1.0,1.0
45599,1.0,1.0
45600,0.8333333333333334,0.8333333333333334
45601,1.0,1.0
45602,1.0,0.9375
45603,1.0,1.0
45604,1.0,1.0
45605,1.0,1.0
45606,0.9166666666666666,0.8333333333333334
45607,1.0,1.0
45608,1.0,1.0
45609,1.0,1.0
45610,0.5,1.0
45611,1.0,1.0
45612,0.532258064516129,0.7758620689655172
45613,1.0,1.0
45614,1.0,1.0
45615,1.0,1.0
45616,0.3333333333333333,0.6666666666666666
45617,1.0,1.0
45618,1.0,1.0
45619,1.0,1.0
45620,0.6666666666666666,0.8333333333333334
45621,1.0,1.0
45622,0.3617021276595745,0.6382978723404256
45623,0.3333333333333333,0.6086956521739131
45624,0.14285714285714285,0.625
45625,1.0,1.0
45626,1.0,1.0
45627,1.0,1.0
45628,0.0,0.55
45629,0.5,1.0
45630,1.0,1.0
45631,0.6666666666666666,0.8333333333333334
45632,1.0,1.0
45633,0.6666666666666666,0.8333333333333334
45634,1.0,1.0
45635,1.0,1.0
45636,1.0,1.0
45637,1.0,1.0
45638,1.0,0.8571428571428571
45639,1.0,1.0
45640,1.0,0.6666666666666666
45641,0.8888888888888888,1.0
45642,1.0,0.5
45643,1.0,1.0
45644,1.0,1.0
45645,1.0,1.0
45647,1.0,0.8571428571428571
45648,0.8571428571428571,1.0
45649,1.0,1.0
45650,0.20833333333333334,0.6363636363636364
45651,1.0,0.8
45652,1.0,1.0
45653,1.0,1.0
45654,1.0,1.0
45655,1.0,0.7857142857142857
45656,1.0,1.0
45657,1.0,1.0
45658,1.0,1.0
45659,0.5294117647058824,0.5333333333333333
45660,1.0,1.0
45661,0.7777777777777778,0.8888888888888888
45662,1.0,1.0
45663,0.2,0.6
45664,1.0,0.7894736842105263
45665,0.6,1.0
45666,1.0,1.0
45667,0.2,0.75
45668,1.0,1.0
45669,1.0,1.0
45670,1.0,1.0
45671,1.0,1.0
45672,0.75,1.0
45673,0.6666666666666666,0.3333333333333333
45674,0.9090909090909091,0.8571428571428571
45675,1.0,1.0
45676,0.9545454545454546,0.9545454545454546
45677,0.75,1.0
45678,0.6,0.7777777777777778
45679,0.17073170731707318,0.6410256410256411
45680,1.0,1.0
45681,1.0,0.84
45682,1.0,1.0
45683,1.0,1.0
45684,0.7547169811320755,0.5263157894736842
45685,1.0,1.0
45686,1.0,1.0
45687,0.48148148148148145,0.5555555555555556
45688,1.0,1.0
45689,1.0,1.0
45690,1.0,0.8333333333333334
45691,1.0,1.0
45692,0.8461538461538461,0.8461538461538461
45693,1.0,1.0
45694,1.0,0.3333333333333333
45695,0.6666666666666666,0.6666666666666666
45696,0.42857142857142855,0.42857142857142855
45697,1.0,1.0
45698,1.0,1.0
45699,0.4,0.48148148148148145
45700,0.625,0.8363636363636363
45701,1.0,0.9393939393939394
45702,1.0,1.0
45703,0.45454545454545453,0.7272727272727273
45704,0.8181818181818182,0.8181818181818182
45705,1.0,0.5
45706,0.0,0.0
45707,0.9259259259259259,0.9259259259259259
45708,0.7142857142857143,0.8571428571428571
45709,1.0,1.0
45710,0.95,0.8
45711,0.3333333333333333,0.6666666666666666
45712,0.8571428571428571,0.7142857142857143
45713,1.0,1.0
45714,0.25,0.3333333333333333
45715,0.95,0.8
45716,1.0,1.0
45717,0.6,1.0
45718,1.0,1.0
45719,0.23076923076923078,0.8333333333333334
45720,0.6,0.6
45721,1.0,1.0
45722,0.9166666666666666,1.0
45723,1.0,1.0
45724,1.0,1.0
45725,1.0,1.0
45726,0.75,0.75
45727,1.0,1.0
45728,1.0,1.0
45729,1.0,1.0
45730,0.2,1.0
45731,0.7,1.0
45732,0.0,
45733,1.0,1.0
45734,1.0,0.6666666666666666
45735,1.0,1.0
45736,1.0,1.0
45737,0.8,1.0
45738,1.0,0.6666666666666666
45739,0.7142857142857143,0.8571428571428571
45740,1.0,1.0
45741,1.0,1.0
45742,1.0,1.0
45743,1.0,0.8
45744,1.0,1.0
45745,1.0,1.0
45746,0.8260869565217391,0.9130434782608695
45747,0.3333333333333333,1.0
45748,0.6,0.6
45749,1.0,1.0
45750,0.9,0.9
45751,1.0,1.0
45752,1.0,0.975
45753,1.0,1.0
45754,1.0,1.0
45755,0.6666666666666666,0.6666666666666666
45756,1.0,1.0
45757,1.0,1.0
45758,1.0,1.0
45759,0.75,0.8378378378378378
45760,1.0,1.0
45761,0.9,0.9459459459459459
45762,1.0,1.0
45763,1.0,1.0
45764,1.0,1.0
45765,1.0,1.0
45766,1.0,1.0
45767,0.75,1.0
45768,1.0,1.0
45769,1.0,1.0
45770,1.0,1.0
45771,0.9636363636363636,0.8909090909090909
45772,1.0,1.0
45773,0.9705882352941176,1.0
45774,1.0,1.0
45775,0.9473684210526315,0.9411764705882353
45776,1.0,1.0
45777,0.9444444444444444,1.0
45778,1.0,1.0
45779,1.0,1.0
45780,0.8571428571428571,1.0
45781,1.0,1.0
45782,1.0,1.0
45783,1.0,1.0
45784,0.6666666666666666,1.0
45785,0.9,1.0
45786,1.0,1.0
45787,0.5714285714285714,0.7142857142857143
45788,1.0,1.0
45789,1.0,1.0
45790,0.9387755102040817,0.9166666666666666
45791,0.12,0.68
45792,0.9444444444444444,0.9444444444444444
45793,0.7142857142857143,0.8333333333333334
45794,0.9583333333333334,0.9565217391304348
45795,1.0,1.0
45796,1.0,1.0
45797,0.5,0.3333333333333333
45798,0.7272727272727273,0.8
45799,1.0,1.0
45800,1.0,1.0
45801,0.6129032258064516,0.7419354838709677
45802,1.0,1.0
45803,1.0,1.0
45804,1.0,1.0
45805,0.9090909090909091,1.0
45806,1.0,1.0
45807,1.0,1.0
45808,1.0,0.9375
45809,0.75,1.0
45810,1.0,1.0
45811,0.8333333333333334,0.6666666666666666
45812,1.0,0.8571428571428571
45813,1.0,1.0
45814,1.0,1.0
45815,1.0,1.0
45816,0.8857142857142857,0.96875
45817,0.3333333333333333,0.4375
45818,0.918918918918919,0.8648648648648649
45819,1.0,1.0
45820,1.0,1.0
45821,1.0,1.0
45822,0.4,0.6
45823,1.0,1.0
45824,1.0,1.0
45825,0.5,0.75
45826,1.0,1.0
45827,0.5,0.75
45828,1.0,1.0
45829,1.0,1.0
45830,1.0,1.0
45831,0.75,0.5
45832,1.0,1.0
45833,1.0,1.0
45834,1.0,1.0
45835,0.9310344827586207,0.8461538461538461
45836,1.0,1.0
45837,1.0,1.0
45838,0.09615384615384616,0.3469387755102041
45839,0.8035714285714286,0.803921568627451
45840,0.6666666666666666,0.8333333333333334
45841,0.875,1.0
45842,1.0,1.0
45843,1.0,1.0
45844,0.3333333333333333,0.7777777777777778
45845,1.0,1.0
45846,0.2,0.575
45847,0.15,0.631578947368421
45848,1.0,1.0
45849,0.7142857142857143,0.6666666666666666
45850,1.0,1.0
45851,1.0,1.0
45852,0.875,0.9375
45853,1.0,1.0
45854,1.0,1.0
45855,1.0,1.0
45856,1.0,1.0
45857,0.23076923076923078,0.5
45858,0.15151515151515152,0.45161290322580644
45859,1.0,1.0
45860,1.0,1.0
45861,1.0,1.0
45862,1.0,1.0
45863,1.0,1.0
45864,0.3333333333333333,0.3333333333333333
45865,0.9090909090909091,0.9090909090909091
45866,1.0,1.0
45867,1.0,0.9285714285714286
45868,1.0,1.0
45869,1.0,1.0
45870,1.0,1.0
45871,1.0,1.0
45872,1.0,1.0
45873,1.0,1.0
45874,1.0,1.0
45875,1.0,0.8571428571428571
45876,0.14285714285714285,0.3548387096774194
45877,1.0,1.0
45878,0.8043478260869565,0.782608695652174
45879,1.0,1.0
45880,1.0,1.0
45881,0.2962962962962963,0.5420560747663551
45882,1.0,1.0
45883,1.0,1.0
45884,1.0,1.0
45885,0.8269230769230769,0.8627450980392157
45886,0.4,1.0
45887,1.0,0.9411764705882353
45888,1.0,1.0
45889,0.35365853658536583,0.7313432835820896
45890,1.0,1.0
45891,1.0,1.0
45892,0.35714285714285715,0.9230769230769231
45893,0.8666666666666667,0.9333333333333333
45894,1.0,1.0
45895,1.0,1.0
45896,1.0,1.0
45897,1.0,1.0
45898,0.6666666666666666,0.8333333333333334
45899,1.0,1.0
45900,1.0,1.0
45901,0.8571428571428571,1.0
45902,0.7,0.7777777777777778
45903,1.0,0.8888888888888888
45904,1.0,1.0
45905,0.8913043478260869,0.8913043478260869
45906,0.8333333333333334,0.8333333333333334
45907,1.0,1.0
45908,0.4074074074074074,0.782608695652174
45909,1.0,0.8
45910,0.8095238095238095,1.0
45911,0.6153846153846154,0.8333333333333334
45912,0.8,0.8
45913,0.875,0.875
45914,1.0,1.0
45915,0.3157894736842105,0.6666666666666666
45916,0.9411764705882353,1.0
45917,1.0,1.0
45918,1.0,1.0
45919,1.0,1.0
45920,1.0,1.0
45921,0.9,0.9
45922,1.0,1.0
45923,0.8,0.8
45924,0.5,0.75
45925,0.5106382978723404,0.7608695652173914
45926,0.6,0.75
45927,0.5,0.75
45928,1.0,0.8333333333333334
45929,1.0,1.0
45930,1.0,1.0
45931,1.0,1.0
45932,1.0,1.0
45933,0.9545454545454546,0.9210526315789473
45934,1.0,1.0
45935,1.0,1.0
45936,1.0,1.0
45937,0.88,0.72
45938,0.7142857142857143,0.7142857142857143
45939,1.0,1.0
45940,0.6,0.8
45941,1.0,1.0
45942,1.0,0.5
45943,0.3333333333333333,1.0
45944,0.5,0.8571428571428571
45945,0.8888888888888888,1.0
45946,0.9469026548672567,0.9537037037037037
45947,0.6666666666666666,1.0
45948,1.0,1.0
45949,1.0,1.0
45950,0.3548387096774194,0.6129032258064516
45951,1.0,1.0
45952,1.0,1.0
45953,1.0,1.0
45954,0.0,0.625
45955,1.0,1.0
45956,1.0,1.0
45957,0.8571428571428571,0.5714285714285714
45958,1.0,1.0
45959,0.7777777777777778,0.5555555555555556
45960,1.0,1.0
45961,0.8333333333333334,0.8333333333333334
45962,1.0,0.8333333333333334
45963,1.0,1.0
45964,1.0,1.0
45965,1.0,1.0
45966,1.0,1.0
45967,0.8148148148148148,0.9090909090909091
45968,0.9130434782608695,0.8478260869565217
45969,1.0,0.5
45970,1.0,1.0
45971,0.125,0.7142857142857143
45972,1.0,1.0
45973,0.375,0.2857142857142857
45974,0.5714285714285714,0.9285714285714286
45975,1.0,0.9545454545454546
45976,1.0,1.0
45977,1.0,1.0
45978,1.0,1.0
45979,1.0,1.0
45980,0.3333333333333333,0.6666666666666666
45981,0.8823529411764706,1.0
45982,0.9393939393939394,0.7878787878787878
45983,0.8571428571428571,1.0
45984,1.0,1.0
45985,0.8823529411764706,1.0
45986,1.0,1.0
45987,0.75,1.0
45988,1.0,1.0
45989,0.8,0.8
45990,0.6,0.6
45991,1.0,1.0
45992,0.8571428571428571,0.8095238095238095
45993,0.9230769230769231,0.8181818181818182
45994,1.0,1.0
45995,1.0,1.0
45996,1.0,1.0
45997,1.0,1.0
45998,0.5,0.5
45999,1.0,1.0
46000,0.9347826086956522,0.9130434782608695
46001,1.0,0.75
46002,1.0,1.0
46003,1.0,1.0
46004,1.0,1.0
46005,0.9777777777777777,1.0
46006,1.0,1.0
46007,1.0,1.0
46008,0.9411764705882353,1.0
46009,0.7142857142857143,1.0
46010,1.0,1.0
46011,1.0,1.0
46012,1.0,1.0
46013,0.8571428571428571,1.0
46014,1.0,0.8
46015,1.0,1.0
46016,0.3333333333333333,0.5
46017,1.0,1.0
46018,0.47058823529411764,0.8125
46019,1.0,1.0
46020,1.0,1.0
46021,1.0,1.0
46022,1.0,1.0
46023,1.0,1.0
46024,1.0,1.0
46025,1.0,1.0
46026,0.8333333333333334,1.0
46027,1.0,1.0
46028,1.0,1.0
46029,1.0,1.0
46030,1.0,1.0
46031,1.0,1.0
46032,1.0,0.6666666666666666
46033,1.0,1.0
46034,1.0,1.0
46035,0.9333333333333333,1.0
46036,1.0,1.0
46037,1.0,0.8333333333333334
46038,1.0,1.0
46039,1.0,1.0
46040,1.0,0.7857142857142857
46041,1.0,0.972972972972973
46042,1.0,1.0
46043,0.6666666666666666,0.5
46044,0.72,0.782608695652174
46045,0.8780487804878049,1.0
46046,1.0,1.0
46047,1.0,1.0
46048,1.0,1.0
46049,0.6666666666666666,1.0
46050,0.46808510638297873,0.5952380952380952
46051,0.14893617021276595,0.7333333333333333
46052,0.8571428571428571,1.0
46053,1.0,1.0
46054,0.42857142857142855,1.0
46055,1.0,1.0
46056,0.25,0.75
46057,1.0,1.0
46058,1.0,0.9047619047619048
46059,0.5,1.0
46060,1.0,1.0
46061,0.7,0.8
46062,1.0,1.0
46063,1.0,1.0
46064,0.21212121212121213,0.5769230769230769
46065,0.8,0.9
46066,1.0,1.0
46067,0.31683168316831684,0.6276595744680851
46068,0.2,0.4
46069,0.5,0.6666666666666666
46070,1.0,1.0
46071,0.9,1.0
46072,1.0,1.0
46073,1.0,1.0
46074,1.0,1.0
46075,1.0,1.0
46076,1.0,1.0
46077,1.0,1.0
46078,1.0,1.0
46079,0.9444444444444444,0.9444444444444444
46080,1.0,1.0
46081,0.9090909090909091,1.0
46082,1.0,1.0
46083,1.0,1.0
46084,1.0,1.0
46085,1.0,1.0
46086,0.7142857142857143,1.0
46087,1.0,1.0
46088,0.5625,1.0
46089,0.9696969696969697,0.9696969696969697
46090,0.9166666666666666,0.9166666666666666
46091,0.875,1.0
46092,1.0,1.0
46093,1.0,1.0
46094,1.0,0.9166666666666666
46095,1.0,1.0
46096,0.21428571428571427,0.5714285714285714
46097,0.9285714285714286,0.9285714285714286
46098,0.7333333333333333,0.6428571428571429
46099,1.0,1.0
46100,0.6,0.8
46101,1.0,0.8823529411764706
46102,1.0,1.0
46103,1.0,1.0
46104,1.0,1.0
46105,0.8888888888888888,1.0
46106,0.7317073170731707,0.8536585365853658
46107,0.8333333333333334,0.75
46108,0.8461538461538461,0.9230769230769231
46109,1.0,1.0
46110,1.0,1.0
46111,0.14285714285714285,0.8333333333333334
46112,0.42857142857142855,0.42857142857142855
46113,0.3392857142857143,0.6382978723404256
46114,1.0,1.0
46115,1.0,1.0
46116,1.0,1.0
46117,1.0,1.0
46118,1.0,1.0
46119,1.0,1.0
46120,0.875,1.0
46121,0.6153846153846154,0.3333333333333333
46122,1.0,1.0
46123,1.0,1.0
46124,1.0,1.0
46125,0.75,1.0
46126,1.0,1.0
46127,1.0,0.8333333333333334
46128,1.0,1.0
46129,1.0,1.0
46130,1.0,1.0
46131,0.9772727272727273,0.9090909090909091
46132,1.0,1.0
46133,0.9565217391304348,1.0
46134,1.0,1.0
46135,1.0,1.0
46136,1.0,1.0
46137,0.5,0.8333333333333334
46138,1.0,1.0
46139,0.25,0.75
46140,0.0,0.6666666666666666
46141,1.0,1.0
46142,1.0,1.0
46143,1.0,1.0
46144,0.1595744680851064,0.6629213483146067
46145,1.0,1.0
46146,1.0,1.0
46147,1.0,1.0
46148,0.7,0.8888888888888888
46149,1.0,1.0
46150,1.0,1.0
46151,1.0,1.0
46152,0.4166666666666667,0.6875
46153,1.0,1.0
46154,1.0,1.0
46155,1.0,1.0
46156,1.0,1.0
46157,1.0,1.0
46158,1.0,1.0
46159,1.0,1.0
46160,1.0,1.0
46161,0.8333333333333334,1.0
46162,1.0,1.0
46163,1.0,1.0
46164,1.0,1.0
46165,0.2,0.8
46166,0.5,0.625
46167,0.8235294117647058,0.8235294117647058
46168,1.0,1.0
46169,1.0,1.0
46170,1.0,1.0
46171,1.0,1.0
46172,1.0,1.0
46173,1.0,1.0
46174,1.0,1.0
46175,1.0,1.0
46176,1.0,1.0
46177,1.0,1.0
46178,1.0,1.0
46179,1.0,1.0
46180,1.0,1.0
46181,1.0,1.0
46182,0.8823529411764706,0.9375
46183,1.0,1.0
46184,0.8461538461538461,0.9545454545454546
46185,1.0,1.0
46186,0.975,0.975
46187,0.7142857142857143,0.8947368421052632
46188,0.6666666666666666,0.8095238095238095
46189,0.4166666666666667,0.7796610169491526
46190,0.9024390243902439,0.9024390243902439
46191,1.0,0.75
46192,0.6571428571428571,0.7741935483870968
46193,1.0,1.0
46194,0.1875,0.5333333333333333
46195,1.0,1.0
46196,1.0,1.0
46197,0.6666666666666666,1.0
46198,0.75,0.8947368421052632
46199,0.6363636363636364,0.9090909090909091
46200,1.0,1.0
46201,0.23076923076923078,0.6363636363636364
46202,1.0,1.0
46203,1.0,1.0
46204,0.1875,0.78125
46205,1.0,1.0
46206,1.0,1.0
46207,0.0,0.3333333333333333
46208,1.0,1.0
46209,1.0,1.0
46210,1.0,1.0
46211,0.2,0.6
46212,1.0,1.0
46213,1.0,1.0
46214,1.0,0.875
46215,0.7,0.9
46216,1.0,1.0
46217,0.6875,0.875
46218,0.3333333333333333,0.3333333333333333
46219,1.0,1.0
46220,1.0,1.0
46221,1.0,1.0
46222,1.0,1.0
46223,1.0,1.0
46224,1.0,1.0
46225,1.0,1.0
46226,1.0,1.0
46227,1.0,1.0
46228,1.0,0.8571428571428571
