username,group,first_login,last_visit,phase_completed,reminder_sent,age,gender,education,newsinterest,eval_diversity,eval_personalization,sum_logins,sum_ratings,sum_invites,sum_stories,eval_game,eval_nudge,eval_future,sum_shares,polinterest,polefficacy1,polefficacy2,id,user_id,0.0,1.0,ratio,y_for,y_fact
wtdkoq,0,2023-11-28 16:52:27,2023-12-05 10:42:04,255,0,77,man,5,3,1.0,0.0,10.0,78.0,,77.0,-2.0,1.0,0.0,,3,2,3,355,355,69.0,5.0,0.0675675675675675,0.2034113200678539,0.1301812624488774
rbfzfb,0,2023-11-28 17:37:34,2023-12-10 10:39:20,1,0,47,vrouw,4,2,,,12.0,76.0,,48.0,,,,1.0,2,3,2,359,359,74.0,12.0,0.1395348837209302,0.2889883996733695,0.1852662361178162
rggnuk,1,2023-11-28 17:39:45,2023-12-14 11:00:17,255,0,40,man,5,3,-1.0,2.0,26.0,83.0,,81.0,-1.0,1.0,2.0,0.0,2,3,2,360,360,30.0,55.0,0.6470588235294118,0.2857289667071132,0.2555005202720015
bqbhgl,0,2023-11-28 18:50:00,2023-12-04 09:26:44,255,0,64,vrouw,3,1,-1.0,-1.0,24.0,64.0,,57.0,-2.0,0.0,-2.0,,1,1,-1,363,363,62.0,4.0,0.0606060606060606,0.249436526529619,0.1561933498680405
lygoze,1,2023-11-28 18:50:30,2023-12-09 08:51:35,255,0,62,man,4,2,1.0,2.0,14.0,88.0,,80.0,0.0,0.0,2.0,5.0,2,2,2,364,364,77.0,9.0,0.1046511627906976,0.222514494391101,0.1508779319333527
xwnano,1,2023-11-28 20:00:27,2023-12-06 10:13:59,255,0,37,man,4,3,1.0,2.0,10.0,73.0,,75.0,-3.0,1.0,-1.0,,2,2,1,368,368,55.0,19.0,0.2567567567567567,0.2567255064256257,0.1445415543990518
fjdsci,1,2023-11-28 20:10:38,2023-12-14 16:25:41,255,0,59,vrouw,3,0,3.0,1.0,14.0,58.0,,58.0,-2.0,0.0,1.0,24.0,0,1,0,369,369,52.0,7.0,0.1186440677966101,0.2460247881595942,0.1512015325584612
jvasla,0,2023-11-28 20:24:37,2023-12-04 23:00:36,255,0,59,man,3,3,3.0,1.0,16.0,83.0,,81.0,1.0,1.0,1.0,0.0,2,2,0,370,370,79.0,4.0,0.0481927710843373,0.2154098370348092,0.2071557782906826
axllyj,1,2023-11-29 05:54:32,2023-12-26 21:48:32,255,0,30,vrouw,3,2,2.0,2.0,24.0,70.0,,64.0,1.0,0.0,2.0,,2,1,0,373,373,62.0,9.0,0.1267605633802817,0.2636443110195393,0.1554720781463621
xrttmd,0,2023-11-29 08:09:36,2023-11-30 09:37:25,1,0,60,vrouw,4,0,,,2.0,40.0,,41.0,,,,,0,2,0,375,375,37.0,4.0,0.0975609756097561,0.2576403362594395,0.2264908496955539
pjypgk,0,2023-11-29 18:24:55,2023-12-05 05:49:09,255,0,60,man,4,2,1.0,1.0,22.0,48.0,,48.0,-2.0,1.0,1.0,22.0,1,1,1,379,379,47.0,1.0,0.0208333333333333,0.24255597458071,0.2088763722463935
hfcxfh,0,2023-12-03 22:38:33,2023-12-03 22:38:33,1,0,63,vrouw,4,1,,,2.0,60.0,,61.0,,,,,1,1,-2,383,383,58.0,3.0,0.0491803278688524,0.2281884372162788,0.1229788799465739
wnxalb,1,2023-12-04 14:11:21,2023-12-13 01:02:48,1,0,22,man,3,2,,,26.0,39.0,,42.0,,,,,2,0,-1,384,384,19.0,25.0,0.5681818181818182,0.1773929167288145,0.0976059773952137
